country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Turkmenistan,TKM,1603258,1658362,1715408,1773853,1833063,1892599,1952141,2011763,2071789,2132799,2195173,2258964,2324013,2390213,2457382,2525361,2594311,2664257,2734896,2805818,2876808,2947779,3019066,3091511,3166221,3244018,3324456,3407319,3493894,3585867,3683966,3789185,3899843,4010789,4115099,4207840,4287344,4355114,4413477,4466132,4516131,4564080,4610002,4655741,4703398,4754641,4810105,4870137,4935762,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544,5758075,5851466,5942561,6031195,6117011,6199732,6279415,6356285,6430544,6502197,6571312,6638250,6703489,6767418,6830185,6891890,6952813,7013275,7073504,7133597,7193548,7253242,7312505,7371176,7429198,7486499,7542762,7597666,7650906,7702355,7751949,7799479,7844748,7887617,7928000,7965919,8001413,8034620,8065655,8094556,8121398,8146324,8169545,8191235,8211476,8230371,8248118,8264939,8281000,8296416,8311199,8325376,8338910,8351772,8363990,8375573,8386452,8396549,8405779,8414119,8421571,8428074,8433593,8438092,8441545,8443945,8445305,8445618,8444898,8443153,8440393,8436627,8431858,8426093,8419377,8411735,8403219,8393897,8383789,8372985,8361540,8349516,8336968,8323978
Turks and Caicos Islands,TCA,5726,5763,5763,5740,5710,5672,5629,5590,5559,5571,5633,5756,5922,6126,6346,6548,6723,6886,7053,7264,7519,7858,8244,8669,9095,9506,9875,10224,10582,11017,11552,12206,12968,13789,14597,15332,15966,16528,17115,17864,18873,20185,21742,23410,25028,26448,27642,28640,29481,30245,30994,31731,32431,33108,33739,34339,34900,35446,35963,36461,36953,37439,37917,38394,38860,39328,39779,40226,40670,41100,41528,41950,42370,42769,43163,43552,43926,44289,44641,44981,45309,45618,45920,46205,46475,46736,46984,47225,47444,47663,47862,48046,48225,48398,48564,48712,48867,49009,49145,49280,49412,49538,49667,49792,49912,50036,50156,50274,50394,50507,50617,50729,50846,50949,51061,51166,51277,51372,51473,51570,51665,51748,51833,51916,51981,52054,52113,52175,52227,52271,52312,52342,52372,52403,52421,52430,52439,52444,52445,52445,52435
Tuvalu,TUV,6104,6246,6389,6538,6684,6815,6938,7040,7133,7214,7303,7381,7458,7537,7616,7677,7749,7816,7888,7962,8052,8154,8284,8413,8530,8650,8747,8820,8883,8947,9003,9053,9109,9156,9190,9230,9256,9277,9306,9345,9420,9512,9635,9767,9894,10027,10137,10243,10340,10441,10531,10628,10725,10819,10908,11001,11097,11192,11287,11393,11499,11609,11722,11842,11962,12084,12207,12334,12448,12576,12699,12820,12937,13053,13159,13264,13371,13466,13563,13652,13742,13834,13917,14000,14084,14158,14246,14329,14413,14496,14580,14674,14768,14853,14949,15051,15139,15231,15332,15428,15519,15612,15706,15787,15874,15953,16030,16103,16175,16245,16309,16368,16424,16491,16546,16589,16651,16704,16757,16800,16848,16896,16942,16988,17040,17074,17124,17165,17199,17248,17283,17316,17355,17389,17422,17456,17484,17507,17532,17553,17579
Uganda,UGA,6788214,7006633,7240174,7487429,7746198,8014401,8292776,8580676,8872920,9162833,9446064,9720399,9988380,10256429,10533716,10827147,11139833,11470867,11818307,12178544,12549540,12930209,13323332,13735271,14174470,14646624,15154521,15695411,16262533,16846090,17438907,18040438,18652889,19275422,19907634,20550291,21202118,21865931,22551789,23272995,24039274,24854892,25718048,26624820,27568436,28543940,29550662,30590487,31663896,32771895,33915133,35093648,36306796,37553726,38833338,40144870,41487965,42862958,44270563,45711874,47187703,48698086,50242802,51822128,53436321,55085460,56769412,58487747,60239885,62025011,63842360,65691400,67571502,69481538,71420257,73386500,75379412,77398346,79442649,81511732,83604961,85721545,87860635,90021613,92203851,94406655,96629120,98870311,101129434,103405702,105698201,108005978,110327825,112662248,115007567,117362214,119724961,122094678,124470067,126849791,129232610,131617241,134002531,136387479,138771165,141152605,143530647,145904061,148271671,150632268,152984654,155327622,157659949,159980353,162287500,164580107,166856956,169116815,171358306,173580023,175780629,177958953,180113871,182244196,184348743,186426398,188476075,190496797,192487785,194448389,196377860,198275362,200139938,201970572,203766258,205526043,207249037,208934434,210581519,212189629,213758214
Ukraine,UKR,42662149,43203635,43749470,44285899,44794327,45261935,45682308,46060452,46409002,46746669,47086761,47433805,47783011,48127172,48455122,48758987,49036456,49290905,49526883,49751257,49968812,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51892000,52000470,52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831159,44009214,43795220,43579234,43360970,43140411,42916331,42687381,42452647,42211775,41965143,41713547,41458250,41200374,40940211,40678209,40415799,40154711,39896340,39641292,39389725,39141923,38898011,38658013,38422110,38190244,37961907,37736329,37512851,37291242,37071300,36852470,36634116,36415702,36196974,35977762,35757822,35536955,35315013,35091993,34867940,34642919,34417040,34190485,33963469,33736354,33509762,33284454,33061130,32840177,32622044,32407476,32197335,31992330,31792882,31599234,31411786,31230827,31056617,30889271,30728829,30575237,30428336,30287940,30153886,30025909,29903559,29786269,29673481,29564862,29460004,29358166,29258537,29160406,29063267,28966767,28870659,28774749,28678792,28582491,28485476,28387332,28287549,28185563
United Arab Emirates,ARE,92634,101078,112472,125566,138529,150362,160481,170283,183194,203820,235499,278808,332760,397174,471364,554324,646943,748117,852262,952040,1042384,1120900,1189545,1253060,1318478,1391052,1472218,1560718,1655849,1756043,1860174,1970026,2086639,2207405,2328686,2448820,2571020,2700010,2838145,2988162,3154925,3326032,3507232,3741932,4087931,4579562,5242032,6044067,6894278,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612,9400145,9541615,9682088,9813170,9937479,10061874,10186481,10311025,10435287,10559658,10684417,10809007,10932595,11054579,11174712,11293171,11410288,11526564,11642335,11757634,11872175,11985602,12097447,12207333,12315129,12420753,12523948,12624393,12721861,12816225,12907478,12995686,13081004,13163548,13243345,13320401,13394834,13466755,13536292,13603507,13668459,13731274,13792061,13850931,13907962,13963177,14016621,14068299,14118248,14166462,14212988,14257823,14300957,14342412,14382179,14420241,14456568,14491077,14523728,14554496,14583398,14610397,14635468,14658580,14679764,14699020,14716381,14731862,14745503,14757342,14767425,14775847,14782694,14788066,14792047,14794687,14796067,14796222,14795228,14793169,14790148,14786238,14781592,14776335
United Kingdom,GBR,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66022273,66573504,66959016,67334208,67699483,68056781,68405450,68744697,69074025,69393333,69702920,70003244,70294922,70578614,70854542,71123165,71385607,71643249,71897215,72147951,72395653,72640822,72883919,73125233,73364864,73602690,73838354,74071329,74301029,74527369,74749916,74967402,75178214,75381137,75575847,75762441,75940679,76110433,76271777,76424718,76569727,76708104,76841537,76971438,77098325,77222528,77345124,77467244,77589761,77713170,77837477,77962373,78087280,78211698,78335584,78458890,78580977,78701034,78818439,78932974,79044601,79153167,79258539,79360698,79459519,79555100,79647866,79738415,79827235,79914415,79999934,80084066,80167112,80249247,80330463,80410617,80489450,80566638,80641838,80714685,80784826,80851912,80915580,80975491
United States,USA,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935,325719178,326766748,329093110,331431534,333783196,336149711,338523714,340895345,343255846,345601753,347929541,350230259,352493665,354711670,356879946,358997015,361061610,363073790,365033872,366941644,368797150,370601929,372358216,374068752,375734948,377359928,378950342,380514372,382058853,383587662,385102864,386607164,388102725,389591663,391075734,392557264,394039407,395525554,397018031,398517824,400024253,401535603,403049130,404562225,406073428,407581291,409082951,410575088,412054508,413519380,414967289,416393634,417793142,419161631,420496821,421797950,423064388,424296215,425493571,426656272,427784144,428877622,429937386,430964445,431959556,432924212,433861239,434774094,435665821,436537645,437390893,438228865,439055296,439872947,440683039,441485506,442279321,443063030,443835150,444594339,445339487,446069736,446784432,447483156
Uruguay,URY,2538651,2571690,2603887,2635129,2665390,2694537,2722877,2750093,2774774,2795046,2809803,2818270,2821439,2822081,2824069,2830172,2841429,2857105,2875966,2896023,2915778,2935036,2954282,2973463,2992645,3011908,3031038,3049966,3069099,3088984,3109989,3132050,3154855,3178155,3201607,3224804,3248035,3271010,3292138,3309318,3321245,3327103,3327773,3325637,3324096,3325612,3331043,3339741,3350824,3362755,3374415,3385624,3396777,3408005,3419546,3431552,3444006,3456750,3469551,3482156,3494387,3506138,3517420,3528274,3538756,3548938,3558802,3568290,3577382,3586061,3594299,3602074,3609406,3616268,3622650,3628564,3633990,3638941,3643409,3647413,3650962,3654061,3656721,3658931,3660706,3662036,3662935,3663420,3663484,3663147,3662437,3661346,3659880,3658046,3655814,3653202,3650198,3646805,3643018,3638857,3634283,3629328,3623986,3618251,3612139,3605651,3598787,3591572,3583991,3576072,3567823,3559246,3550361,3541175,3531717,3521998,3512021,3501813,3491384,3480747,3469915,3458919,3447749,3436416,3424892,3413165,3401253,3389162,3376948,3364639,3352304,3339930,3327560,3315171,3302788,3290405,3278043,3265703,3253425,3241254,3229220
Uzbekistan,UZB,8549493,8837349,9138097,9454250,9788986,10143740,10520879,10917446,11323095,11723846,12110028,12477058,12828625,13173590,13525094,13892638,14279120,14681459,15096012,15516862,15939744,16363562,16790069,17221212,17659975,18108300,18565477,19029877,19501225,19979127,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32387200,32364996,32807368,33235825,33648956,34046200,34427732,34794284,35146617,35484562,35808300,36119473,36420216,36712267,36996226,37272259,37541052,37803244,38059262,38309384,38553596,38791541,39022683,39246465,39462759,39671233,39870838,40060222,40238337,40404772,40559445,40702045,40832387,40950366,41055888,41149052,41230159,41299725,41358196,41405832,41442946,41470196,41488317,41497995,41499630,41493576,41480342,41460462,41434391,41402507,41365093,41322271,41274070,41220568,41161983,41098590,41030596,40958184,40881556,40800900,40716430,40628366,40536962,40442426,40344959,40244739,40141980,40036895,39929678,39820477,39709420,39596702,39482480,39366925,39250120,39132103,39012885,38892438,38770742,38647769,38523468,38397804,38270744,38142231
Vanuatu,VUT,63699,65713,67808,69964,72131,74289,76413,78522,80673,82940,85389,88022,90823,93765,96796,99872,103028,106222,109429,112580,115632,118580,121435,124249,127092,130027,133038,136125,139366,142849,146634,150778,155243,159814,164208,168235,171801,174999,178078,181345,185063,189290,193956,198964,204143,209370,214634,219953,225340,230785,236295,241871,247485,253142,258850,264603,270402,276244,282117,288017,293934,299872,305825,311787,317773,323766,329780,335800,341846,347903,353974,360069,366172,372295,378412,384535,390661,396776,402885,408991,415081,421158,427209,433249,439249,445242,451187,457099,462970,468811,474593,480342,486028,491667,497255,502792,508272,513700,519070,524373,529615,534787,539889,544921,549889,554793,559623,564376,569061,573673,578204,582645,587010,591291,595493,599616,603652,607613,611489,615283,618990,622630,626173,629633,633004,636294,639502,642620,645648,648590,651432,654180,656839,659403,661871,664249,666518,668708,670798,672789,674676
"Venezuela, RB",VEN,8146847,8461685,8790589,9130349,9476252,9824692,10175140,10528054,10881995,11235491,11587761,11937805,12286439,12636969,12994025,13360987,13739142,14127787,14525931,14931739,15343916,15761799,16185894,16617346,17057785,17508059,17968552,18437794,18912526,19388342,19861956,20332079,20799075,21263443,21726352,22188667,22650102,23110178,23569454,24028689,24488340,24948476,25408700,25868523,26327225,26784161,27239168,27691965,28141701,28587323,29028033,29463291,29893080,30317848,30738378,31155134,31568179,31977065,32381221,32779868,33172392,33558483,33938123,34311467,34678774,35040206,35395700,35744932,36087435,36422582,36749904,37069158,37380341,37683426,37978484,38265561,38544577,38815424,39078083,39332531,39578762,39816784,40046581,40268072,40481170,40685814,40882005,41069830,41249453,41421114,41584988,41741193,41889765,42030781,42164306,42290397,42409132,42520616,42624985,42722369,42812908,42896655,42973684,43044085,43107964,43165379,43216424,43261106,43299410,43331241,43356576,43375445,43387930,43394034,43393752,43387097,43374150,43355049,43329968,43299155,43262818,43221114,43174179,43122217,43065435,43004034,42938172,42868036,42793805,42715653,42633778,42548333,42459458,42367324,42272040,42173762,42072627,41968764,41862308,41753393,41642146
Vietnam,VNM,32670629,33666772,34684165,35722091,36780985,37860012,38959334,40074699,41195835,42309665,43407287,44485908,45549483,46604726,47661773,48729392,49808071,50899504,52015281,53169673,54372514,55627746,56931824,58277387,59653090,61049373,62459560,63881297,65313708,66757402,68209605,69670902,71130448,72560427,73925082,75198977,76372719,77453335,78452897,79391374,80285562,81139919,81956496,82747662,83527678,84308843,85094617,85889590,86707801,87565407,88472512,89436644,90451881,91497725,92544915,93571567,94569072,95540800,96491146,97429061,98360145,99284146,100194727,101084329,101943038,102763511,103543406,104283957,104986025,105651851,106283637,106881337,107445789,107981467,108494170,108988478,109466143,109927593,110374441,110807990,111229112,111638620,112036467,112421398,112791469,113144909,113481203,113799800,114098834,114376118,114629852,114859193,115063675,115242246,115393895,115517962,115614247,115682958,115724409,115739164,115727991,115691467,115630608,115547326,115443926,115322545,115184413,115030721,114863440,114684678,114496277,114299571,114095505,113885033,113668889,113447782,113222613,112994129,112762575,112528006,112290570,112050706,111809049,111566194,111322771,111079345,110836351,110594120,110353022,110113410,109875575,109639837,109406432,109175619,108947584,108722517,108500549,108281815,108066396,107854349,107645705
US Virgin Islands ,VIR,32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510,107268,104914,104909,104858,104736,104563,104330,104064,103781,103469,103125,102751,102358,101923,101471,100996,100488,99965,99414,98833,98232,97608,96971,96307,95634,94937,94230,93513,92768,92020,91248,90476,89692,88912,88136,87361,86594,85832,85067,84318,83572,82832,82115,81399,80692,79997,79311,78637,77976,77318,76682,76037,75414,74792,74179,73567,72965,72365,71763,71165,70567,69964,69362,68748,68129,67515,66899,66265,65632,64992,64350,63707,63056,62405,61743,61073,60404,59739,59072,58399,57739,57078,56422,55768
"Yemen, Rep.",YEM,5172135,5260501,5351799,5446063,5543339,5643643,5748588,5858638,5971407,6083619,6193810,6300554,6407295,6523452,6661566,6830692,7034868,7271872,7536764,7821552,8120497,8434017,8764621,9111097,9472170,9847899,10232733,10628585,11051504,11523267,12057039,12661614,13325583,14017239,14692686,15320653,15889449,16408954,16896210,17378098,17874725,18390135,18919179,19462086,20017068,20582927,21160534,21751605,22356391,22974929,23606779,24252206,24909969,25576322,26246327,26916207,27584213,28250420,28915284,29579986,30245305,30910815,31575533,32239043,32900886,33560644,34218019,34872702,35524173,36171853,36815286,37453909,38087508,38716410,39341197,39962096,40578956,41191012,41797181,42396011,42986334,43567400,44138834,44700165,45251062,45791086,46319750,46836330,47339907,47829434,48304040,48763178,49206527,49633685,50044350,50438268,50815200,51174963,51517443,51842580,52150388,52440860,52714126,52970461,53210273,53433907,53641657,53833738,54010552,54172526,54320079,54453507,54573156,54679512,54773118,54854450,54923857,54981579,55027781,55062583,55086108,55098596,55100322,55091474,55072245,55042834,55003445,54954326,54895681,54827735,54750720,54664860,54570404,54467604,54356697,54237944,54111610,53977952,53837228,53689711,53535658
